Review,author,date,rating,restaurant
['The wings here are really good and the drinks are decent. Patio is actually pretty nice on a sunny day. The service is pretty quick too!'],['Ben W.'],['\n        3/27/2018\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""My table was not clean, covered in garbage and tableware from the last patrons. The entire staff looked liked they had suffered the loss of a loved one, not friendly and seemed like they hated working there. Food was greasy and my burger was extremely undercooked, asked if they could make me another one as the one I had was leaking blood. Looks like they just took the patty out and cooked it till it was black and put it back on the bun which was still covered in raw meat juice. The owner is also extremely rude. In other words, don't bother. Unless you're in the mood for gas station quality food with restaurant prices.""]",['James R.'],['\n        6/25/2016\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Great wings, great service, great people.', 'I was doing a college visit in Clemson with my son. \xa0We ended up in Backstreets on a Friday (non Football weekend) night. \xa0Spent time on the outside deck talking college and chatted with our server who is a Clemson grad. \xa0No one could have been nicer.', 'The wings were big, juicy and great.', 'Ended up teaching my son to throw darts. \xa0Overall a very welcoming pub, and I will be back as my Clemson ""go to"".']",['Don T.'],['\n        9/20/2016\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Had the sampler and a dozen wings- both were great! The sampler came with 4 sauces and the wings were plump, hot, and spicy. Split between 2 people, there was excess food. Great beer selection as well!']",['Casey C.'],['\n        6/17/2016\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Backstreets is easily the best bar in Clemson. They have a fantastic beer selection downstairs and a chill vibe overall. Bar staff is friendly and helpful. Definitely go here if you're not into the wasted college scene""]",['Suzanne J.'],['\n        6/25/2016\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Honestly some of the best food DT \xa0Burger kicks ass, \xa0Club same, wings amazing', 'personally downstairs is better']",['Eli H.'],['\n        5/25/2016\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
['Pretty much every bar in SC heats up their restaurant depot orders better than this.'],['Justin C.'],['\n        2/20/2018\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['One of the best beer selections for a bar in Clemson. The service is just absolutely horrible. The bouncers treat you like you are undergraduate trying to skip out on your check. They do have pretty good specials during the week, but the service is just too slow to deal with it. Definitely for the minus-20 crowd.']",['Zach B.'],['\n        3/27/2017\n    '],['2.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Stopped in with Brent P while visiting from out of town locals recommended this place not sure why!? \xa0Guess there are not many options in the area \xa0for a quick lunch between classes... Unfortunately. ', ' I had better MRE meals in the sandbox then the cold greasy plate they called a cheeseburger and fries. It would not have been too bad if I could get someone to bring me a beer and wash the slop down with but that was asking for too much service.', "" The onset of diarrhea and stomach cramps is a good reason to not go to this place again. This place is worse than a dive bar in fact it's a disservice to even rate this as high as a dive bar.""]",['Joe S.'],['\n        8/3/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['We were recommended here by some locals (Not that there is much option in the area). We ordered CBR chicken sandwich and good old BLT. The food were meh, the service is ok, but the obnoxious younger crowd were unacceptable. ', ""I had to peel some of the 'bad' tomato from my sandwich, while her BLT was soaked with vinegar (pickle?). Keep in mind, we were really hungry, that should be an automatic 2 yelp stars minimum no matter how bad the food was. "", 'We cut lunch short when I got beer splashed on my shirt from the obnoxious crowd. We complained, but nothing was done. ', 'The good news is that Mellow Shroom is just down the street. ', 'If you travel to Clemson, best to fill up your tummy @ Greenville.. more options, friendlier folks.']",['Larry K.'],['\n        7/30/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""I like how cheap the alcohol is, but they have a male bartender who is there all the time and is really rude (wears a ball cap). However, he brought me and my husband a free shot so I guess it's alright.""]",['Brooks W.'],['\n        1/21/2017\n    '],['3.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""The staff refused to put the game on that we wanted to watch. And also the wings were really bad. I got teriyaki, and it was like they just poured a bottle of sauce over over-cooked wings (there was a puddle under my wings). I wish I'd picked anywhere else to eat and get beer before the game.""]",['Rebecca S.'],['\n        11/26/2016\n    '],['2.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Not as much of a crowded college bar as the other ones in Downtown Clemson. Really awesome wings. They have ""Yuengs & Wings"" on Wednesdays which is a great combination.']",['Leslie F.'],['\n        10/11/2016\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Slow service. \xa0The food was served cold. \xa0When we complained we just got ignored by the server. \xa0When we finally did get the attention of a ""manager"" he was rude but did get the food remade. \xa0More likely it was just heated up in the microwave because the bun on the burger was like chewing gum.', ""I'll never go back.""]",['Harvey S.'],['\n        1/8/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Wow, one of the worst bars I've ever been to. The clientele and staff were all extremely rude. I ordered a beer and a burger and the bar tender took ten minutes to pour my beer and the food never came. I left $5 on the bar and walked out. If i could give this dump 0 stars, I would.""]",['John S.'],['\n        6/26/2016\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['I love coming here! Great service and open carry prohibited. Thanks! My family appreciates this friendly environment. I frequently stop here on my way through the state to visit family and friends. ', 'Great staff. ', 'Great service. ', 'Great food. ', ""What more could I ask for? I'm always looking for great places to stop in the area and you've got a loyal customer from DC now!""]",['Charity A.'],['\n        1/17/2015\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Typical college bar. Was recommended by a local hotel to have good for and a good beer selection. \xa0My co-workers and I went there after work. \xa0The place was not busy for a Monday. \xa0Appetizers were OK at best, a little over cooked for a sampler and onion rings. We ordered some wings and some of them came out cold. \xa0Not under cooked, just cold. Like something a college kid would eat for breakfast. \xa0Not a good experience for the reviews and recommendations that we heard. \xa0Just disappointed all around.']",['Eric W.'],['\n        4/25/2016\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['A college town dive bar, and that is exactly what you get. \xa0Best wings in town, great weeknight food specials, and the best porch downtown for enjoying the nice weather. Decent selection of craft beer. Good for darts also.']",['Evan A.'],['\n        8/3/2016\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Great burgers, wings and more. Friendly staff with \xa0great attitudes. Pizza nights Tuesday, wing night Wednesday, burger night Thursday. Great beer selection with a beer club come and enjoy.']",['Joe W.'],"['\n        7/24/2016\n            ', '\n                ', '\n    ', '\n        ', '\n    ', '\n', '\n                ', 'Updated review', '\n            ', '\n    ', '\n            11/28/2014\n            ', '\n                ', 'Previous review', '\n            ', '\n        ']","['5.0 star rating', '4.0 star rating']","['Backstreets Pub &', 'Grill']"
['Had dinner with my son while visiting Clemson because there it was late and there was not much open. \xa0Food was pretty good for bar food. \xa0Not busy all. \xa0Server was good. \xa0Had a great beer list.'],['Kitty W.'],['\n        7/11/2017\n    '],['3.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Best wings in Clemson. Great food and beer pitcher deals. A couple bartenders have bad attitudes, past that everything is great']",['Ron T.'],['\n        5/2/2017\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
['Great place for casual pub food. Love the wings and of course the cold beer that goes with it!!'],['Dave S.'],['\n        12/31/2015\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['I stopped in with a few other guys from the 87th Ranger SEALs Regiment ', 'We were in our way to door gunner training at NASA. \xa0But I digress. ', ""We waited 30 minutes for a table. \xa0When we were seated, we ordered a round of PBRs( ironically). \xa0They don't carry PBR apparently. So, we went with a bucket of ZIMAs as the owner recommended it as his favorite. Not bad "", ""The food? We ordered the burgers and fries. Cold, greasy and bread soggy. In the Stan, we had better chow than this but that's classified. "", 'Price tag was about 87 dollars for 4 guys. \xa0', ""Can't recommend.""]",['Evan W.'],['\n        5/9/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Food was mediocre at best and service was bad. \xa0It's hard to make a burger and fries that lackluster. \xa0Really no reason to eat here.""]",['Donnell S.'],['\n        11/2/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Place was horrible, the staff was rude and slow. I could get better wings from a low calorie frozen dinner. I don't understand how this place is still getting good reviews or still in business. I would give it no stars but I needed to express how awful this dump is.""]",['Jessica T.'],['\n        10/20/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['If was not for the other patrons this place would suck!', 'Cheap drinks is all thats good for this place. Service was so bad they totally forgot about us till we grabbed someone! \xa0Pass next time!']",['Kevin B.'],['\n        6/9/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Stopped by on my way north, ehhh the chicken sandwich not so good. Kinda was wondering about the signage, considering it is a bar, I thought it was illegal to carry in a bar. Anyway the staff seemed less than ethusiatic to serve me. Not many choices in the area though. Beer prices were ok. Even though I don't drink.""]",['Ben S.'],['\n        1/21/2016\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""This is the only bar I regularly go to. Service is quick, Beer is cold and there is a wide variety, and the staff makes an effort to get to know their guests. They have a patio that is very open and pool tables and darts for all to enjoy. They are right off the main road so it tends to be more relaxed than other bars in the area. Also you can't beat their prices!!""]",['Ashten O.'],['\n        4/27/2016\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
['Stop removing my legit post.....!! Poor service & below average food. Food was over cold & the service was lacking. Took forever to get refills & did nothing for cold food.'],['Sports F.'],['\n        7/5/2016\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['This place is horrible. \xa0The service is pathetically slow. Waited over an hour for pizza and wings. \xa0Waitress was very inattentive. \xa0I had to go to the bar to get my own drinks and the waitress failed to even bring silverware. \xa0Once again, I had to go inside and get my own. \xa0Management was nowhere to be seen. \xa0Avoid this place.']",['Andy B.'],['\n        4/11/2017\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Decided to try this because of the beer selection, and it was quite good! \xa0 \xa0Typical college bar joint with decent food choices!']",['Bill T.'],['\n        9/17/2015\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""All in all, this is my favorite bar in Clemson. \xa0The outdoor Patio is nice and drinks are cheap if you come at the right time or don't mind ordering a pitcher of liquor mixed with soda. \xa0They also have a surprisingly good beer selection (often better than Nicks). The food is pretty greasy but it is good bar food""]",['William P.'],['\n        3/27/2017\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""I'm told best hamburger in Clemson getting ready to try but can say the bar is friendly and happy hour is 4-8 Awesome""]",['Graham M.'],['\n        8/11/2015\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""It's one thing to be anti gun, not my thing but your opinion is your right. \xa0It's also your right to limit your patronage as you see fit. \xa0If someone brings a gun into a privately owned place, and the owner doesn't want it there, that's fine by me."", 'The difference is when you cross the line from respectfully declining service to attacking the moral values of your customers. \xa0That is the essence of poor customer customer service. \xa0If you let your political or social views cloud your ability to provide quality customer service. \xa0', ""Even if I wasn't a CCW holder and I saw this sign on your establishment, I would not go there. \xa0Not because I don't agree ideoligically with the sentiment, but beceause any owner of a business who would verbally attack a segment of their possible patronage is not someone I want to give money to."", 'Hope the owner comes around and talks treating everyone with equality and respect.']",['Chris C.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""While you have your right to serve whom ever you please, we have a right to not be served by you. I don't wish for business to close because of the employees needing jobs. However, I hope that you, the owners, feel the tremendous pinch of losing customers because you are denying them their Constitutional right to cary a weapon, concealed or not. OH and by the way, how the heck are you going to know if they have a concealed weapon? Not very bright of you. "", 'As a law abiding citizen who believes in our Constitutional right, I will never shope, eat or visit a place who denies me any of my rights. I am a gun owner and a licensed concealed carry law abiding citizen who has served this country for you to be able to show our ignorance and to defend our Constitutional rights.']",['Shannon W.'],['\n        3/18/2014\n    '],['2.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""I have not been to SC, but had planned to go this summer. \xa0Thankfully, this establishment has made its opinions on concealed carry known. \xa0I'm not sure why he or she felt the need for name calling, but I guess I shouldn't be surprised. \xa0Anti-gun supporters prove themselves to be wholly intolerant of anyone who doesn't share their views. \xa0Therein lies the difference between supporters and antis. \xa0We try to find a happy medium, you want nothing but your way."", 'Assuming this sign is true (everything on the internet must be), I will avoid this business and give my tourist dollars to a business that is more deserving.']",['David R.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""It's one thing to disagree with another's beliefs, point of view, or ideology. \xa0It's another thing altogether to berate and belittle someone who, while ACTING LAWFULLY TO EVEN THE ODDS with criminals who disregard law, might just happen to walk by your establishment, let alone want to dine there. Keep in mind that LAWFUL concealed-carry types are the very least of your worries!"", ""Your excessively juvenile and ill-conceived notice is basically akin to telling someone who orders Miller Light instead of your most-expensive pint that he's a loser and a douchebag who's business you don't want. Try that sometime and see how well your business does.""]",['Glenn C.'],['\n        3/17/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['My wife and I were looking for some Pub Grub on a recent business trip to Clemson. A friend that lives in the area mentioned Backstreets, so we all went there for dinner. Staying with the Pub Grub theme, we decided on two pizzas for our group. The wait staff was unknowledgeable, inattentive and slow. When the pizzas arrived they looked OK, but tasted like the ingredients were aged (not in a good way). I asked if the food was cooked fully, and again the wait staff was of no help, in fact, they sent over the owner. The guy who said he was the owner acted in an unprofessional manner. This is probably why the staff that works their is unable to give good service. We also needed a few beers to wash down this poorly-made/cooked pizza, but their beer selection was lacking. ', ""Not really sure how they stay in business (college crowd). \xa0I wouldn't waste my time or money there unless you have no taste buds and don't need a good beer selection.""]",['Frank M.'],['\n        1/18/2015\n    '],['2.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Had a burger. Looked good except for the hair in the burger and wilted brown lettuce. I asked for another burger \xa0and was told there was nothing wrong with it and wouldn't get me another. At that point we got up and walked out. Judging from the cleanliness of the place I really believe they think there was nothing wrong with the burger. Never again.""]",['Ernie P.'],['\n        1/16/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
['Terrible place. \xa0 Food was inedible. \xa0Beers were warm. \xa0And service was the worst part. \xa0Need I say more...? Plenty of better places to visit in Clemson. \xa0 AVOID AT ALL COSTS....'],['Jim Q.'],['\n        2/14/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Horrible! I'll never go back! \xa0Food was horrible & servers were rude & lazy. Don't know how they stay open. There are plenty of places, all of which are better than this one.""]",['Tom C.'],['\n        1/15/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['We tried this dive last week. The pitcher of beer was flat, tasted like recycled, the burgers were soggy, cold and some of the worst ""food"" I have ever had the displeasure of trying to consume. \xa0The wait staff was just plain inattentive and rude. We will never go back and would never suggest this place to anyone. There are many other options that don\'t serve squirrel meat.']",['Dick T.'],['\n        1/15/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Went for the first time about two weeks ago for their Wednesday night wings and beer special. $6.75 a dozen and $5 yuengling pitchers with a good variety of flavor choices. Can't go wrong there. Typical college bar atmosphere. Wings are the best in Clemson in my opinion. Definitely recommend it especially for a Wednesday night. I will be making a return visit in the near future!""]",['Christopher H.'],['\n        11/17/2014\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
['Great local bar they serve the best selection from cheap pbr to craft beer. My server Haley was awesome. So kind so responsible!!! Hayley is the best bar tender ever!!!'],['Skylar K.'],['\n        11/25/2016\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['What a poor action taken by this owner. Completely ignorant and absolutely stupid.', 'I sincerely hope your business suffers for your stupidity and lack of sound judgment. \xa0Your lack of professionalism only reflects your poor work ethic which I am sure is SHITTY.']",['Dexter V.'],['\n        3/19/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Dear half assed hillbilly:', ""The 2nd Amendment is alive and well and living in the United States. I'm going to start a war on fat ass bar owners who have no concept of the English language. Your not allowed to buy from my store. Tell all your friends!""]",['Jeffrey S.'],['\n        3/19/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['This restaurant food, service, pricing and location were all awful. \xa0 Other than that, they were great. \xa0Seriously, we waited way too long for overpriced greasy overly salty ""food."" \xa0Take your money elsewhere.']",['Richard W.'],['\n        1/20/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""NOTHING good about this place. \xa0Rude staff, cold flavorless food, expired condiments, and flat beer. \xa0Didn't seem like the roaches minded though. \xa0They will be the only return customers.""]",['Gary H.'],['\n        2/1/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Expensive for what it is. Dry, tasteless, and slow. \xa0I've had better cafeteria food in high school. \xa0It was recommended to me, but I won't do the same disservice to someone else.""]",['Pablo A.'],['\n        10/20/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Stopped here while in town for work ordered some wings and a beer. \xa0Beer was warm and wings were awful- one of them still had a bunch of feathers on them. \xa0When I complained about it, they told me ""it won\'t kill you"". \xa0I asked to not be charged for either since I\'d had one sip of my beer and didn\'t touch the wings and wanted to leave, but was told if I tried to leave without paying they would call the cops. \xa0What a horrible place. \xa0I would never step foot in here again.']",['Carson F.'],['\n        1/18/2016\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
['I should have left as soon as I walked in and got a whiff of the place... Unfortunately I ordered and over 30 minutes later a rude waiter brought me the poorest excuse for food I have ever had. DO NOT EAT HERE!! The bathroom had bugs swarming around.'],['John M.'],['\n        5/6/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Terrible service, terrible food. The place didn't look very clean either. I would recommend McDonald's over this place. Take your money elsewhere.""]",['AnonE M.'],['\n        5/9/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Great bar food/atmosphere. Need to think about personable staff though (looking at you Liz) bc she's a literal psychopath who has a history of being very angry. Homegirl should never be allowed to work with people she is that unstable.""]",['Kay A.'],"['\n        4/27/2016\n            ', '\n                ', '\n    ', '\n        ', '\n    ', '\n', '\n                ', 'Updated review', '\n            ', '\n    ', '\n            4/12/2016\n            ', '\n                ', 'Previous review', '\n            ', '\n        ']","['3.0 star rating', '3.0 star rating']","['Backstreets Pub &', 'Grill']"
"['I was in town this Friday. Stopped for a quick lunch.', 'The food was not very good. This is the second time I have been there. It was not fair to rate after the first visit, everyone has a bad day. ', 'However, it was the same story the second visit. I will not return for a third.']",['George A.'],"['\n        6/14/2015\n            ', '\n                ', '\n    ', '\n        ', '\n    ', '\n', '\n                ', 'Updated review', '\n            ', '\n    ', '\n            1/20/2015\n            ', '\n                ', 'Previous review', '\n            ', '\n        ']","['1.0 star rating', '1.0 star rating']","['Backstreets Pub &', 'Grill']"
"[""Horrible place. \xa0I also got sick after eating here. \xa0You take your life in your hands at this dive. \xa0Food wasn't good for the money. \xa0No self respecting person would go here.""]",['Surly B.'],['\n        3/21/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Poor service and the food made me sick. It wasn't food poisoning, but it must have just been old.""]",['John W.'],['\n        4/30/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['I ate here when pasing through! Wow I guess it still has the same Horrible food and luke warm Beer in semi-clean glasses on sticky filthy tabletops!', ""It also doesn't help to degrade your customers and alianate them!"", 'The overwhelming ""homosexual"" vibe also degrades the place!', 'MOLON LABE!!! III%']",['Wayne S.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Stopped in during during football season as an alternative to tailgating during inclement weather. \xa0BAD mistake! \xa0If you like the smell and grime of a LOUD college drunk tank, this place is for you. \xa0Food sucked, service sucked and attitude of the staff made Seinfeld\'s ""Soup Nazi"" seem like a saint.']",['Dooner G.'],['\n        3/25/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""You should be ashamed for calling people losers and douchebags. If you don't want guns in your establishment that is your right. I'm sure those people that carry will be glad to oblige. Not only that but I'm sure their friends and family will also. As you have just found out word travels fast. \xa0 \xa0Sincerely, \xa0 Douchebag!""]",['Jim B.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['While living in Charleston was taken here by a ""friend"" \xa0 I can see why the call themselves backstreet and the food I got was nothing short of cold roadkill. \xa0 I could not take it and when I asked the waitress to see management she just walked away. \xa0NEVER NEVE AGAIN']",['Jim G.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
['Backstreets is a great place. Very much a pub where everyone is welcome. Love the beer. Live the food.'],['David P.'],['\n        3/21/2014\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
['The food is very mediocre and I got a lot of dirty looks from the Obama /Billary \xa0fans at the bar when I showed my holstered .45.'],['V B.'],['\n        10/11/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Great place to watch a football game or grab a drink with a friend. Food is only so so, but they have great deals']",['Olivia O.'],['\n        2/25/2016\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Looks like the brain dead of Commiefornia have infected South Carolina. If you value the first amendment great, if you value the second amendment great, if you value thought and a modicum of intelligence, and not a knee-jerk reactionary establishment owner, avoid this place.']",['Gregory W.'],['\n        3/19/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Hmmmm looks like anyone who's thinks they are an American is not allowed, wrong country.""]",['Harpreet T.'],['\n        3/17/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""It's a bar with bar food, nothing more. \xa0Unfortunately, the sign now posted makes me think it's a front for organized crime or a motorcycle group or a meth lab... Save your money and eat at any of the other dining establishments in the area that don't cater to anti-American customers.""]",['Sherri M.'],['\n        3/17/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
['Stupidest sign I have ever seen about concealed weapons. \xa0Well I guess the bad guys with guns now know where to rob. \xa0I wont be going in.'],['Gregory B.'],['\n        3/17/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['I stopped here a couple weeks ago while visiting SC. \xa0Food was mediocre, and underprepared. \xa0I had diarrhea and abdominal cramping 7 hours later and spent my entire trip back to Florida touring nearly every public restroom along the interstate. \xa0I will not be returning.']",['Adrian D.'],['\n        8/3/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Asked the locals where to go for great wings in Clemson, and people told us to go here. Under $7 for a dozen huge meaty wings? Yes! Wait staff consistently refilled drinks and checked on my table. The restaurant was super clean, much cleaner than most sports-type bars, and the music was really great (wish we'd gone on Tuesday, the bartender told me they play progressive dance). Next time I'm in the area, I'll definitely be back.""]",['Mel T.'],['\n        1/15/2015\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Restaurant was dirty, bathrooms were dirty and waitress was rude. Food was okay but it took a long time to get it. We asked the waitress to speak to the manager but he never came so we paid our bill and left very unsatisfied.']",['Michael A.'],['\n        4/8/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
['Socialist liberal owner likes insulting potential customers.'],['Craig T.'],['\n        3/19/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Being a retired L.E.O. I take offense to your sign !! We are the ones you call when you are in need of help. I carry my weapon due to the numerous threats out there. I will never, ever step foot in you place, and rest assured neither will any of my fellow brothers in blue. You sir have lost touch with reality !!! There are good people and bad people in this world !! You have just opened up your establishment to all the bad people, who now will know your place is unprotected. Good Luck with the sign, Hope to see a new sign soon "" GOING OUT OF BUSINESS !!!', 'You sir are the D BAG !!']",['John H.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""The food could be a lot better, but I guess you get what you pay for. It is labeled a cheap place anyway, what did you expect? If your looking for a run of the mill backstreet bar, with low expectations, you've found your place! "", 'Warm drafts compared to others. Better food at the convenience store down the street. Cleanliness, leaves a lot to be desired, even for a bar.', ""Name should be Back Alley Pub & Grill. Great place to feel like you are eating out of a trash can while drinking other people's left overs! "", 'While it is illegal to carry in a bar where you consume alcohol due to the impairment alcohol causes. As well as the business owner has the right to not allow firearms in his establishment. The method in which he goes about it is less then desirable. ', ""If he is trying to be the next Dick's Last Resort, then his methods are understandable. Other then trying to offend as many people as possible, and get publicity at no real charge. \xa0The owner obviously has some strong feelings about gun owners.""]",['Tim G.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
['As a disabled military man I find their disrespectful description of lawfully armed persons insulting and bigoted. \xa0With my disability the only way I could ever defend my loved ones is with a firearm. \xa0I will not be eating anywhere I am not allowed to defend myself.'],['Grant A.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['The owner had an offensive sign in the window insulting law abiding citizens. ', ""The owner is not smart enough to consider that calling people names might be bad for business. This is America, our freedoms are written in stone. If you don't like it move to France. this is the perfect place for thives and robbers to try, not for the law abiding citizens""]",['W C.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['I saw poop in a taco..... Like human poop... Then someone slapped some cheese on there, and bam... Meal...']",['Gary G.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['I was in there on Monday with my cancealed carry despite the sign. guess what, nothing happened. Why you ask? BECAUSE IT WAS CONCEALED!']",['Randy M.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['I carry my gun with me EVERY where that I go...and because of that, I am a ""douchebag"".....people like you make me sick...I would eat dog crap before I would eat at your restaurant.....I hope someone robs you at gun point one day...then we\'ll see how bad you wished that there was a patron in your restaurant that had a gun to protect you!']",['Jeff N.'],['\n        3/18/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['I ban any business that has a sign banning conceal carry! Sharing on my Facebook page, so more ppl can ban your business.']",['Pam J. H.'],['\n        3/17/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""I love backstreets. In college I probably ended up there more than any other bar in Clemson. The drinks are cheap enough all night, but the happy hour deals are awesome. They've got pizza nights tuesdays and \xa0you can get a large one topping and a pitcher of bud family draft for around 10 bucks. The bartenders and bouncers are all cool guys too.""]",['Chris G.'],['\n        7/24/2010\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""I've had the pleasure of meeting some very nice people at Backstreet, great atmosphere, great food.""]",['Tim L.'],['\n        3/22/2014\n    '],['5.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['Awful! I\'m pretty sure the ""mystery meat"" on my nasty dry old bun wasn\'t beef. I can\'t be sure if it was that or the cold slimy fries I have to thank for my non stop bathroom visits later that day. Top that off with inattentive staff and being vastly over priced. Never again!!']",['John V.'],['\n        8/4/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"[""Great college town atmosphere. \xa0Food was very good. Will come back the next time I'm in Tigertown""]",['Terry T.'],['\n        3/31/2014\n    '],['4.0 star rating'],"['Backstreets Pub &', 'Grill']"
['Backstreet burger was dry and rather bland. \xa0I will not return to this establishment.'],['Mike S.'],['\n        1/21/2015\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
['Insulting your customers is a terrible way to lose business. \xa0Hopefully the next place that takes over your space will behave better'],['Jeff P.'],['\n        3/19/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
"['I did not enjoy my experience, would not recommend it to others. The food was marginal, cold and the server argued with me when she brought me the wrong order.']",['Andrew K.'],['\n        6/10/2014\n    '],['1.0 star rating'],"['Backstreets Pub &', 'Grill']"
